filename,repetition,participant_id,average_time_between_vocalizations,cycle_to_cycle_variability,diadochokinetic_rate,early_relative_pace_stability,late_relative_pace_stability,pace_stability,resonant_frequency_attenuation,std_time_between_vocalizations,syllable_lengths_mean,syllable_lengths_sd,average_mfccs_1,average_mfccs_2,average_mfccs_3,average_mfccs_4,alpha_ratio_mean,alpha_ratio_sd,apq11_shimmer,apq3_shimmer,apq5_shimmer,dda_shimmer,ddp_jitter,duration,f1_bandwidth_mean,f1_bandwidth_sd,f1_frequency_mean,f1_frequency_sd,f1_relative_energy_mean,f1_relative_energy_sd,f2_bandwidth_mean,f2_bandwidth_sd,f2_frequency_mean,f2_frequency_sd,f2_relative_energy_mean,f2_relative_energy_sd,f3_bandwidth_mean,f3_bandwidth_sd,f3_frequency_mean,f3_frequency_sd,f3_relative_energy_mean,f3_relative_energy_sd,h1_a3_harmonic_difference_mean,h1_a3_harmonic_difference_sd,h1_h2_harmonic_difference_mean,h1_h2_harmonic_difference_sd,hammarberg_index_mean,hammarberg_index_sd,hnr_mean,hnr_sd,local_jitter,local_absolute_jitter,local_dB_shimmer,local_shimmer,loudness_mean,loudness_sd,pause_durations_sum,pause_durations_mean,pause_durations_sd,number_of_pauses,pause_rate,ppq5_jitter,rap_jitter,rate_loudness_peaks,signal_to_noise_ratio,spectral_slope_0_500_mean,spectral_slope_0_500_sd,spectral_slope_500_1500_mean,spectral_slope_500_1500_sd,speech_ratio,utterance_durations_sum,utterance_durations_mean,utterance_durations_sd,vocal_tremor,pitch_max,pitch_min,pitch_mean,pitch_std,pitch_range,pitch_coefficient_of_variation,pitch_skewness,pitch_kurtosis,pitch_first_quartile,pitch_second_quartile,pitch_third_quartile,pitch_q2_q1_range,pitch_q3_q2_range,pitch_q3_q1_range,pitch_percentile_1,pitch_percentile_99,pitch_percentile_1_99_range,pitch_percentile_20,pitch_percentile_80,pitch_percentile_20_80_range,pitch_linear_regression_offset,pitch_linear_regression_slope,pitch_linear_regression_mse
PN04_3Ra,a,PN04,0.041946,0.019345,5.682395,85.9375,78.90625,77.670553,0.303079,0.019573,0.134857,0.023,128.189224,-16.216671,-16.050398,-30.886179,4.205,1.473351,11.30302,6.709159,8.294813,20.127477,5.998717,20.017563,183.144897,193.771906,651.07897,82.33687,10.047275,4.382561,396.334301,286.089725,1343.251402,242.128045,-2.336933,4.827923,626.714493,412.030664,2337.402218,260.501208,-15.202468,5.473212,-17.881318,6.405728,4.482446,4.354184,25.221516,6.490858,-51.166016,92.603965,3.714746,0.024405,131.196827,14.774688,-15.337776,6.003697,7.23,0.065135,0.018545,111,0.361183,2.611535,1.999572,9.054487,-0.000222,4.622893,2.007777,-12.657472,3.471407,0.623453,12.48,0.111429,0.027954,30.342578,323.499031,99.709737,157.99971,26.026592,223.789294,0.164726,2.958776,12.189336,146.428329,154.456237,159.826798,8.027908,5.37056,13.398469,124.007828,268.502432,144.494604,144.130403,161.088228,16.957824,159.46966,-0.004218,676.661196
PN27_3Rb,b,PN27,0.023771,0.018824,9.625668,117,148.5,93.67497,,0.012317,0.084889,0.009848,149.854614,-7.206437,19.340597,-3.210408,5.111215,2.242012,,5.067724,7.663884,15.203171,5.025006,4.340875,277.608258,117.726891,515.558722,89.824224,-3.384219,3.635478,354.260873,190.672442,1452.241927,149.398292,-13.358813,4.801166,530.990893,253.348808,2445.77004,185.533632,-24.007284,5.900214,-18.600491,5.077151,1.321373,1.680941,25.432266,4.946036,-133.050643,96.205637,4.449071,0.036876,151.479915,18.535691,-39.705203,8.993511,2.2,0.066667,0.027652,33,0.50681,2.818471,1.675002,20.779221,-0.000708,-0.441061,1.633002,-8.72235,2.363791,0.354767,1.54,0.045294,0.015948,176.150573,144.348644,92.892786,115.548327,7.430516,51.455858,0.064307,0.515804,1.873413,111.072466,113.973131,120.406882,2.900665,6.433751,9.334416,101.30736,133.83203,32.52467,110.021317,121.831453,11.810136,120.899546,-0.123017,45.44796
PN501a,a,PN501,0.053073,0.0184,6.315789,122.727273,192.613636,204.971148,0.243181,0.013885,0.106286,0.009765,160.311188,3.461186,1.425428,-19.876778,10.961445,3.936358,17.621664,4.623643,7.59709,13.87093,5.893591,6.84375,213.900238,167.282305,554.350106,68.458056,0.934181,5.684497,562.282288,348.351544,1210.823876,275.767459,-13.164502,7.117311,770.742025,401.857267,2378.388404,335.604738,-29.803206,7.076732,-25.091073,5.811313,-4.431458,3.816359,34.059431,5.871847,-62.831951,100.541248,3.904186,0.022916,139.113091,13.303146,-31.257889,5.938228,2.61,0.063659,0.017842,41,0.38137,2.532585,1.96453,10.148515,-0.000513,3.996309,2.328148,-19.6161,4.474399,0.59032,4.04,0.09619,0.015032,65.404385,187.751401,115.294302,168.376636,13.958877,72.457099,0.082903,-1.439763,2.140833,162.830105,171.814633,178.404538,8.984528,6.589905,15.574432,120.234871,185.850015,65.615144,158.293085,179.034337,20.741252,163.389897,0.028993,186.512868
HC410a,a,HC410,0.033143,0.014222,6.996381,109.375,122.916667,101.69996,0.360017,0.007318,0.102069,0.009777,148.263336,-2.125194,3.095464,-2.066059,6.359099,2.702492,,5.584091,8.956354,16.752273,5.866726,4.213813,389.143332,157.294236,644.033277,143.739552,-6.159036,3.047768,372.11312,286.763395,1502.89535,150.550128,-17.348273,4.006113,625.728412,420.758688,3016.970786,209.753426,-32.239712,3.382852,-29.251311,3.999967,8.68312,3.32388,32.265496,4.584318,-94.506386,103.824432,4.459535,0.026462,123.176619,14.23355,-44.013426,7.908387,2,0.066667,0.013924,30,0.47463,1.950485,1.955575,13.986014,-0.001775,-0.86164,2.460686,-9.076223,4.091956,0.50904,2.145,0.069194,0.00824,618.980879,195.490816,106.398924,164.733599,12.263305,89.091892,0.074443,-1.240301,3.733877,161.339649,166.473815,170.595528,5.134165,4.121713,9.255879,126.597208,190.243245,63.646037,158.750268,172.532355,13.782087,169.392057,-0.057512,143.065588
PN406a,a,PN406,0.056762,0.034341,5.094787,115.732759,109.913793,63.441189,0.413472,0.019813,0.141023,0.039079,145.181396,-27.426739,-8.119408,-3.000564,3.452285,1.658813,8.975428,4.006419,5.266338,12.019258,3.405833,8.604062,282.159737,105.722193,631.321644,93.33413,-2.311532,3.935073,332.314226,175.148378,1439.30333,133.605034,-10.394693,5.232498,684.253553,366.731428,2379.404089,237.505833,-22.662241,6.748479,-18.683798,5.451842,0.619604,2.175339,24.298517,5.386392,-105.589257,104.721986,2.180176,0.011444,127.140214,11.995585,-38.350835,6.926832,5.12,0.121905,0.046662,42,0.595068,1.376339,1.135278,12.650602,-0.001443,2.396485,2.074758,-7.825413,2.728175,0.385864,3.32,0.077209,0.012818,68.261881,218.103229,171.862387,189.95946,8.767724,46.240842,0.046156,1.128499,1.34718,184.356412,187.481366,194.202747,3.124955,6.721381,9.846335,175.150343,215.855831,40.705488,183.03366,195.781206,12.747545,195.441174,-0.046852,66.770984
HC424a,a,HC424,0.034947,0.01427,6.753247,120.192308,124.038462,48.498155,0.530052,0.010923,0.116103,0.012921,164.710495,-11.846495,-13.520792,-20.541723,3.973942,1.212826,,3.506113,5.328554,10.518338,5.961367,6.160188,144.173089,93.68338,648.796289,41.297766,5.498773,3.153582,260.298187,126.876094,1341.939056,125.940271,-4.971802,3.288242,809.564193,443.436621,2419.711604,206.863759,-21.607698,4.452963,-19.301346,4.800191,3.155261,2.320278,28.277634,4.665327,-106.644906,103.057197,4.219679,0.031755,104.720108,10.143861,-30.693039,9.08529,3.065,0.080658,0.010206,38,0.49755,3.141272,1.987122,14.02214,-0.000316,1.135283,1.59628,-11.391496,2.505224,0.439922,2.71,0.069487,0.009792,73.75711,142.104339,113.388017,132.056762,5.071916,28.716322,0.038407,-0.968795,1.38184,129.152686,133.09913,134.997708,3.946443,1.898578,5.845021,115.957293,140.577215,24.619922,128.621573,135.799887,7.178314,134.188327,-0.032543,24.186687
HC357b,b,HC357,0.045023,0.016381,7.236842,90,89.318182,28.830511,0.919874,0.009915,0.094909,0.012011,158.895264,-29.318211,-9.30462,-10.525576,3.607189,1.383078,10.964711,4.976106,7.785077,14.928318,5.68995,6.285563,331.141999,150.910385,642.864265,77.038539,-3.019187,5.253466,256.935639,163.604306,1508.235769,129.93801,-9.383148,4.71636,636.55914,353.95677,2613.338817,157.24061,-25.922645,5.441953,-20.195022,4.853786,1.056604,2.375939,27.852559,4.490828,-124.174065,99.909091,3.503527,0.015557,143.763789,14.550586,-42.482871,7.764478,3.565,0.082907,0.012353,43,0.567173,2.460998,1.89665,16.699801,-0.001427,3.29593,2.163301,-8.475349,2.442612,0.400123,2.515,0.057159,0.013915,71.187337,237.076361,147.774635,221.856624,12.108996,89.301726,0.05458,-3.191837,12.865882,219.594935,223.823648,228.39982,4.228714,4.576172,8.804885,179.665458,234.132397,54.466939,217.995299,229.538665,11.543365,215.418962,0.057479,132.689945
PN512a,a,PN512,0.04722,0.0532,6.49652,125,162.5,183.779759,0.294913,0.027132,0.10819,0.018078,160.592468,8.732174,0.582371,-32.311817,6.187807,2.203379,8.586782,5.151703,6.842663,15.455109,7.313586,6.655687,222.168559,117.887924,535.104395,54.870987,1.846286,3.345596,276.278381,171.620981,1131.173241,147.180267,-7.462711,3.465674,412.195446,221.062906,2531.820757,187.590617,-26.189345,3.264363,-25.745063,3.171162,0.591363,1.665054,28.060728,3.392845,-100.07465,103.878306,4.565592,0.03001,115.593022,12.173837,-34.591904,8.264815,3.27,0.079756,0.03471,41,0.491309,2.871036,2.437862,12.832551,-0.000745,2.743121,2.117905,-16.298851,4.325033,0.480041,3.195,0.076071,0.015021,57.556563,163.435254,120.213368,152.215081,5.233147,43.221886,0.03438,-2.65716,14.557448,150.095003,152.091866,155.00065,1.996863,2.908784,4.905647,125.937116,162.30671,36.369594,149.665001,155.45185,5.786849,154.759137,-0.02678,25.205707
HC342a,a,HC342,0.051027,0.016,6.143897,131.785714,140.357143,57.976068,-0.119188,0.008988,0.109053,0.016763,177.106918,2.961434,15.833434,-27.147982,8.954247,2.725999,13.852897,6.49027,10.016528,19.470809,9.800438,6.274,156.124802,107.726626,520.353499,45.198227,2.780366,4.476955,420.912875,169.174753,1129.609559,173.934298,-12.946034,4.487391,352.010665,284.92574,2495.628289,178.704202,-25.276975,5.150345,-19.319554,4.246726,-1.597738,2.923483,28.517128,3.879065,-74.608821,101.479369,5.800642,0.046947,145.417115,14.800037,-40.17679,5.742324,3.125,0.082237,0.013558,38,0.498087,4.32542,3.266813,12.418301,-0.001314,2.074167,2.262569,-19.290613,3.824189,0.487727,3.06,0.078462,0.013405,55.322382,131.270959,81.944146,124.454761,6.039643,49.326813,0.048529,-3.27986,16.312636,123.223028,125.72065,128.024439,2.497622,2.303789,4.80141,103.086911,131.216501,28.12959,121.81651,128.344613,6.528103,126.714828,-0.0194,34.760036
HC412b,b,HC412,0.045949,0.028211,6.672227,154.054054,177.364865,94.534247,0.406325,0.016675,0.102,0.014615,144.604492,-16.302834,-10.812286,0.917737,3.826616,1.283947,5.579097,3.192199,3.432214,9.576597,3.402572,6.109938,333.181106,178.842066,710.069322,82.041175,-3.211534,3.590609,446.003939,269.948556,1483.375461,174.321007,-11.609374,4.073371,745.428604,373.668877,2561.547318,282.459483,-25.292575,5.039082,-18.765297,4.83567,-1.989517,2.005636,28.522316,4.712491,-147.949395,90.704338,2.566088,0.012351,96.71185,10.781674,-44.708658,8.352801,4.28,0.112632,0.038143,38,0.700498,0.852707,1.134191,22.157434,-0.001479,-0.727719,2.261038,-9.649957,2.765072,0.28069,1.715,0.043974,0.014684,143.139012,255.155224,114.701429,203.262438,23.61143,140.453795,0.116162,-0.644681,2.521428,192.699244,198.664791,217.436373,5.965547,18.771582,24.737129,119.330901,252.115169,132.784268,190.495216,219.598324,29.103108,238.616829,-0.654711,133.139689
PN420b,b,PN420,0.049455,0.020093,6.423983,104.166667,120,73.16268,0.086301,0.019242,0.108089,0.012234,177.540802,1.614716,-0.832636,-12.723151,8.147225,3.90619,,4.59729,5.981852,13.791871,5.822356,7.196875,293.417434,161.702574,584.61069,104.842547,-3.298032,3.602341,616.122068,463.30086,1338.213692,237.121536,-15.580952,5.233193,866.826125,402.320442,2459.161959,375.180988,-30.399295,6.652166,-24.380828,6.543755,0.390139,2.753418,31.818427,5.361348,-122.007772,99.609356,5.843555,0.048068,102.265372,12.743243,-37.2992,8.483122,4.175,0.097093,0.037699,43,0.580113,2.531709,1.940785,14.840989,-0.000919,0.20282,1.884098,-15.675724,4.217509,0.393226,2.83,0.064318,0.018726,89.996346,149.962051,102.016902,119.936319,9.833469,47.945149,0.081989,0.753249,0.386579,112.91817,118.737884,125.825431,5.819713,7.087548,12.907261,103.01902,146.650498,43.631478,111.401521,127.338116,15.936595,120.796949,-0.009254,96.447571
HC334a,a,HC334,0.042514,0.019765,7.33945,147.972973,151.013514,186.299113,0.984431,0.01206,0.100444,0.013913,165.80542,-4.739813,12.618496,-5.776647,6.501847,3.31173,,7.217791,9.313796,21.653372,7.685328,5.256687,237.300322,130.984471,510.772649,103.73906,-3.232334,3.421813,353.075674,200.424386,1333.703498,160.569348,-14.556241,4.743647,474.822666,261.735706,2398.211669,186.857213,-26.647145,4.426296,-23.286786,3.94812,4.620356,3.312541,26.552256,4.405917,-101.591031,102.294479,5.455561,0.046386,142.038367,15.650913,-41.2641,7.032536,3.02,0.094375,0.031592,32,0.574506,3.920296,2.561776,16.976127,-0.001144,-0.446304,1.864425,-10.116502,3.416348,0.358591,1.885,0.057121,0.021743,269.98405,157.032291,94.955878,117.884623,8.821951,62.076413,0.074835,1.583692,5.546454,112.906633,116.094435,122.567953,3.187803,6.473518,9.661321,100.596052,155.060278,54.464226,111.834845,123.295719,11.460875,120.519979,-0.038472,75.477981
HC415b,b,HC415,0.036085,0.022609,7.095344,116.554054,108.445946,72.407721,0.64123,0.020471,0.103333,0.010306,171.423401,-21.38349,-9.033908,10.058784,4.998009,2.603303,16.705105,3.952037,5.681474,11.856112,6.170044,6.868375,204.191151,127.392493,553.222757,73.38037,2.234345,3.502855,287.431875,214.484213,1430.601344,109.191681,-8.985048,3.628196,452.774148,287.600742,2348.216981,158.798707,-20.820395,4.26471,-21.605208,4.056953,0.463998,2.894536,26.40691,4.797583,-99.978925,105.100672,3.957068,0.019648,123.773241,11.753863,-37.463714,8.37522,3.835,0.079896,0.024611,48,0.558356,2.517631,2.056681,16.382253,-0.000857,2.327422,2.467969,-8.107588,2.406368,0.426593,2.93,0.059796,0.014776,63.993207,224.788521,125.37094,197.052969,17.589229,99.417581,0.089261,-1.715809,3.653987,192.977678,200.006087,209.424443,7.028409,9.418356,16.446765,127.048172,220.339645,93.291473,190.902108,210.339946,19.437838,210.812921,-0.131674,245.664929
HC104a,a,HC104,0.0344,0.016,7.094595,109.090909,113.352273,46.96015,,0.010461,0.099048,0.007991,167.332306,-26.40781,-16.528193,-25.202251,3.588724,0.956146,,4.689641,9.718697,14.068924,4.488661,3.028188,307.000189,267.958974,679.977819,77.763003,2.718597,2.428536,442.054696,444.165251,1394.683148,195.065746,-5.529908,3.763251,980.943309,534.626911,2625.889984,209.856689,-23.182165,6.292834,-24.368682,5.253143,3.294296,1.592398,28.507985,5.266088,-128.854437,97.240069,3.795137,0.023457,138.010508,15.969184,-43.698824,11.147366,1.755,0.079773,0.010278,22,0.579555,2.10657,1.49622,18.257261,-0.000893,1.228293,2.068461,-11.204165,2.045014,0.397928,1.205,0.052391,0.006405,173.662469,170.335715,127.976944,156.896877,10.270969,42.358771,0.065463,-1.849114,2.408696,157.060662,159.652855,162.072991,2.592193,2.420136,5.012329,128.125775,169.348876,41.223101,156.552405,162.524167,5.971762,157.212569,-0.014031,105.458104
HC109b,b,HC109,0.057481,0.0258,4.854944,77.678571,74.107143,113.782374,-0.129463,0.024861,0.149463,0.025264,144.971176,-4.29142,-3.218738,-4.399963,6.909802,3.767454,5.422236,2.800482,3.49943,8.401446,3.361719,17.08425,325.290632,137.342903,649.414532,119.250152,-4.175044,4.016327,523.818286,315.78408,1450.747613,260.876567,-15.762756,6.075933,498.897355,303.586883,2717.95651,266.081099,-29.843586,5.139428,-25.221287,5.051571,1.378245,2.615444,30.806435,5.309258,-116.631857,103.898766,2.27999,0.011903,78.891361,7.610299,-45.447067,7.152666,10.855,0.132378,0.04447,82,0.635381,0.964333,1.120573,11.599006,-0.002638,1.210804,3.06734,-10.675269,4.853707,0.353249,6.035,0.072711,0.038341,127.770665,234.086763,79.815058,188.119323,30.520304,154.271705,0.162239,-1.204099,1.558379,177.684029,192.761519,210.893125,15.077489,18.131606,33.209096,87.496091,233.382835,145.886744,172.24788,214.20071,41.952831,222.316844,-0.148685,539.970601
HC403a,a,HC403,0.068513,0.058947,5.32978,79.347826,134.782609,244.088908,0.66879,0.04611,0.1276,0.020704,132.068069,-19.076519,13.818217,-2.902186,3.144079,1.187511,9.978318,2.518721,3.994833,7.556164,3.321359,8.138,303.393816,132.492801,626.724166,92.768175,-1.769406,4.187076,292.294445,184.567255,1504.864649,181.264377,-7.787762,3.459484,585.963867,508.738671,2690.348787,222.430214,-18.322825,3.920867,-16.712857,3.971059,3.024881,2.824257,20.436139,4.344121,-116.20948,102.666267,2.499755,0.01524,100.735289,9.227247,-37.634379,7.805387,4.9,0.132432,0.067839,37,0.602114,1.391341,1.10712,14.203455,-0.00086,1.164015,2.324834,-8.128725,2.348866,0.320103,2.605,0.068553,0.019565,91.369288,195.75913,109.95969,158.90405,19.869095,85.79944,0.125038,-0.547481,-0.53877,145.552327,163.084021,171.338066,17.531694,8.254046,25.78574,115.665321,192.595207,76.929886,141.275491,173.975424,32.699933,185.328428,-0.296903,159.416509
PN415b,b,PN415,0.036889,0.020571,6.110652,109.011628,109.883721,33.776018,0.757778,0.017208,0.129297,0.017986,125.209396,-26.654369,10.717017,-17.581816,2.708445,0.951696,10.793271,2.64133,4.000221,7.923991,3.150022,6.458875,291.261439,149.197105,764.735081,82.271289,0.656249,5.836875,348.410646,407.365634,1573.419129,123.756812,-6.060706,5.017956,440.965623,512.482279,2915.267989,198.674087,-17.217269,4.220312,-16.163174,3.804534,-0.323623,2.659444,20.087688,3.833009,-101.394211,105.366986,2.167257,0.009861,106.544549,9.688974,-36.852778,8.316616,3.41,0.094722,0.029976,36,0.527956,1.014637,1.050007,13.232514,-0.000864,2.789928,2.621241,-6.36206,3.085847,0.409514,2.645,0.071486,0.013298,113.803552,303.509066,145.941361,218.193415,20.035742,157.567705,0.091826,0.287841,5.002603,210.572536,219.379512,229.962949,8.806977,10.583437,19.390414,168.309402,298.676817,130.367415,207.627624,230.665646,23.038022,242.726059,-0.288619,198.453912
PN15_3Rb,b,PN15,0.039273,0.018286,6.715328,182.8125,185.15625,297.905285,0.887235,0.012512,0.102957,0.019354,114.372032,36.103382,26.785475,14.86727,13.461617,6.236039,5.081434,6.638144,10.533709,19.914431,6.999081,3.576062,343.81394,218.184971,553.130399,266.304502,-8.307168,5.400206,616.196231,317.146642,1644.786179,319.53184,-25.462937,4.906424,778.523385,438.211627,2868.758637,317.326346,-33.235641,5.485684,-23.043521,6.145036,-0.024179,3.933041,33.31879,6.552479,-82.879697,103.198949,5.104509,0.033543,139.578167,16.558551,-40.37529,5.537504,1.525,0.056481,0.032909,27,0.426447,2.846597,2.333027,12.105263,-0.00118,-3.20614,2.68806,-10.606874,4.668925,0.531311,1.9,0.067857,0.03155,1312.614202,171.183411,80.555018,136.613589,16.472493,90.628393,0.120577,-0.360525,0.418012,126.180888,137.443846,146.474537,11.262958,9.030691,20.29365,93.684912,169.725872,76.04096,122.817275,149.05003,26.232754,147.901327,-0.14022,228.344435
HC342b,b,HC342,0.051789,0.021189,6.065319,146.691176,169.852941,91.244638,-0.037102,0.01066,0.110359,0.015708,174.111893,5.007837,15.713091,-27.788448,9.863492,3.439587,5.731535,5.869887,8.184624,17.609662,10.456105,6.553438,138.033072,96.519488,523.816691,40.528656,4.6618,4.230302,485.829905,249.461943,1105.53243,171.533025,-11.940793,5.114333,403.420242,355.620818,2504.640012,159.284699,-24.841443,6.142075,-20.226259,5.344979,-0.743275,2.994562,29.330031,4.999497,-97.174635,104.344017,6.003207,0.047841,138.077913,13.709808,-40.332294,5.987654,3.39,0.086923,0.016236,39,0.517286,4.422401,3.485368,12.828947,-0.001367,2.366046,2.234521,-20.603964,4.017448,0.463879,3.04,0.076,0.018514,59.590954,141.635613,113.677639,126.115607,5.056187,27.957974,0.040092,0.278768,-0.272538,121.799423,125.80128,129.544773,4.001857,3.743493,7.74535,116.83878,139.503457,22.664677,121.313774,130.443933,9.130159,127.396038,-0.011432,25.013647
HC121b,b,HC121,0.03907,0.021333,6.362979,123.75,161.25,129.22848,0.559425,0.018679,0.114545,0.012738,134.617844,-7.876753,6.681888,-2.253133,6.253945,2.938991,14.539836,3.864162,5.951457,11.592487,4.738145,7.033313,280.956665,205.756526,616.555938,198.499738,-1.476005,6.699894,443.6628,340.69558,1484.66462,253.807645,-12.824424,5.694869,505.686395,293.580473,2611.590949,257.415239,-23.998661,5.591647,-21.629725,6.499021,1.811235,3.833757,26.894184,5.650282,-87.182296,104.378977,3.569739,0.021533,113.255373,11.953597,-36.592113,7.30737,3.4,0.073913,0.026843,46,0.483414,2.001796,1.579382,12.517781,-0.000785,1.128726,2.971819,-12.212433,5.277852,0.499765,3.515,0.074787,0.019758,52.399451,208.892484,115.249056,160.055055,16.049138,93.643428,0.100273,0.189819,0.90293,151.368974,158.008324,168.660419,6.63935,10.652095,17.291444,119.694642,203.501352,83.806711,150.253313,171.66175,21.408437,171.915361,-0.093022,210.31812
PN503b,b,PN503,0.042286,0.01837,6.502242,105.833333,117.5,65.659052,0.551703,0.012256,0.11531,0.012868,148.54126,-18.071754,-13.03613,-12.078951,2.625847,0.847642,5.954857,3.345903,5.794904,10.03771,7.641282,4.849812,176.957783,71.356571,639.61171,53.479844,4.783559,2.403488,187.693947,125.75358,1389.104517,117.635654,-1.518687,2.615914,350.634336,255.592815,2573.892585,156.508332,-15.250321,3.846093,-14.934603,3.848012,4.348778,2.486182,21.619187,3.931106,-111.64499,102.08382,4.431613,0.034702,113.669102,11.014881,-34.929924,8.49206,2.41,0.086071,0.012561,28,0.496926,3.396264,2.547094,13.658537,-0.00065,2.093137,1.466922,-8.365617,2.137312,0.422697,2.05,0.07069,0.01187,87.08374,171.366278,113.054385,129.359976,10.343258,58.311892,0.079957,1.915299,5.046888,123.937929,127.473683,132.312327,3.535755,4.838644,8.374398,113.639702,168.356334,54.716632,123.248299,133.315144,10.066845,136.307523,-0.146264,90.554794
HC418a,a,HC418,0.037517,0.014857,7.025761,101.162791,104.651163,62.010659,0.897972,0.009651,0.108267,0.017857,144.484543,-68.036713,0.737638,-17.798023,2.675965,1.199899,7.944139,3.272906,7.277515,9.818717,4.17929,4.558875,213.914604,190.964056,730.00939,63.548425,8.338447,4.351184,416.229437,426.154817,1548.351321,143.563942,1.138226,3.96009,887.192509,623.767045,2393.124486,260.874991,-7.969424,5.780946,-14.590209,6.91424,1.516174,2.810285,20.692285,5.658127,-102.106404,106.094606,2.597081,0.009633,95.091951,10.802649,-28.358414,8.46074,2.195,0.07569,0.010645,29,0.481478,1.789546,1.393097,13.975904,-0.00025,2.116328,1.849702,-9.722472,3.371836,0.455156,2.075,0.069167,0.011625,54.165569,290.757501,159.100167,257.343502,32.156446,131.657334,0.124955,-1.157666,0.446888,227.136109,275.225882,280.661946,48.089773,5.436064,53.525837,166.182452,288.726383,122.54393,224.630827,281.524439,56.893611,267.668799,-0.182749,997.870766
HC401a,a,HC401,0.060883,0.043789,4.92891,117.75,138,77.173506,0.123591,0.024057,0.141128,0.026594,149.060379,-9.745168,-4.060943,-46.325893,5.207699,2.068653,10.491459,4.362083,6.402179,13.086248,4.916564,16.0115,154.18658,104.91008,599.620528,62.949807,5.767832,3.511868,311.84876,208.997813,1192.348234,141.324033,-5.29598,4.335459,379.705255,271.860965,2618.313733,134.28468,-20.878692,4.358982,-22.295569,3.930832,2.246922,2.241284,25.917798,3.774645,-101.080883,104.680183,3.176876,0.020941,105.874273,10.75612,-35.205968,7.284538,8.225,0.105449,0.027271,78,0.513693,2.125685,1.638855,10.394737,-0.000778,5.238604,2.14089,-14.227698,4.429123,0.474659,7.6,0.096203,0.028532,47.391153,200.398512,134.439818,151.915753,6.122015,65.958694,0.040299,2.665152,20.463051,148.858856,151.840061,154.984644,2.981206,3.144583,6.125789,138.411063,163.782381,25.371318,148.247365,155.913977,7.666612,152.420861,-0.002338,37.393633
PN403b,b,PN403,0.068235,0.028418,5.029155,99.545455,113.863636,66.790347,0.882559,0.019904,0.131942,0.018152,137.704102,-17.276884,6.615161,-6.39305,3.157391,1.043411,,5.841023,9.083802,17.52307,6.196253,13.907,232.040932,198.027719,611.043768,110.256473,3.936597,3.697606,217.503856,177.409508,1455.746479,178.703142,-4.616739,3.293724,313.614441,256.434086,2552.1526,228.980055,-14.783255,3.612891,-10.245433,4.551074,0.099922,3.218948,19.167785,3.86312,-134.643277,95.218815,4.828968,0.051593,123.207532,14.181322,-38.007183,7.823545,8.025,0.118015,0.032439,68,0.577048,2.54285,2.065418,12.115891,-0.000986,0.668784,1.327733,-8.073681,3.505401,0.409506,5.695,0.082536,0.016867,82.405986,111.122873,77.895499,93.428228,5.970702,33.227373,0.063907,0.474152,0.511346,89.321744,92.781897,96.856198,3.460153,4.074301,7.534454,80.280761,110.026364,29.745603,88.714584,97.879022,9.164438,92.533025,0.00694,35.380078
HC334b,b,HC334,0.050286,0.026667,6.27027,110.969388,116.326531,54.050337,0.673461,0.014636,0.106483,0.012088,165.030228,-0.818693,9.626869,-5.806171,6.50347,3.348679,,7.701083,9.052031,23.103249,9.23813,4.766625,205.940839,132.909569,529.595837,133.786655,-3.111608,3.494142,299.125704,195.622666,1326.146099,182.463942,-14.904131,5.160942,402.01631,209.981626,2485.236648,191.124792,-28.100363,4.668969,-22.962825,4.397238,5.599837,3.177203,27.713794,4.802114,-101.656943,102.19892,5.982277,0.047832,144.674529,18.359896,-41.376238,6.431712,2.765,0.09875,0.025022,28,0.580075,4.086152,3.079377,15.053763,-0.000911,-0.754954,1.781533,-9.803279,4.223879,0.390213,1.86,0.064138,0.019301,602.100637,135.277514,89.113077,112.266324,8.690514,46.164437,0.07741,-0.110986,0.151403,106.819402,112.032635,118.245367,5.213233,6.212732,11.425965,91.767098,132.822347,41.055248,105.770015,120.03036,14.260345,119.101371,-0.108493,59.70523
PN506a,a,PN506,0.043897,0.024842,6.498781,106.578947,119.407895,78.725016,0.149639,0.010066,0.104,0.013856,184.707199,5.357199,14.679574,-17.50733,12.205624,3.927837,13.402174,5.012581,7.14104,15.037743,8.394651,6.200625,173.827564,172.940954,527.685272,58.259474,0.468849,2.675735,644.678374,338.271427,1223.27269,214.501883,-16.292779,5.381522,820.542275,505.203175,2496.967572,282.132607,-31.596692,4.219092,-27.083472,3.89381,-2.233251,2.607468,33.424539,3.730136,-86.198342,104.032159,5.074473,0.033916,117.465417,12.612251,-39.768525,7.30257,2.985,0.072805,0.016858,41,0.481403,3.552927,2.798217,12.933754,-0.001081,2.831157,1.984746,-18.02514,3.702918,0.511239,3.17,0.075476,0.02262,50.29241,166.991908,113.379019,148.060293,9.682506,53.612889,0.065396,-1.114724,1.785882,143.454011,149.832765,154.259655,6.378754,4.42689,10.805644,115.561166,163.335856,47.774689,142.43306,156.416199,13.98314,156.222931,-0.070066,71.350721
